team,year,league,shots made,shots attempted,free throws made,free throws attempted,offensive rebounds,defensive rebounds,total rebounds,assists,fouls commited,steals,turnovers,blocks,total points,made shots allowed,shot attempts allowed,made free throws against,free throw attempts allowed,offensive rebounds allowed,defensive rebounds allowed,total rebounds allowed,assists allowed,fouls against,steals against,turnovers against,blocks against,3 pointers allowed,points allowed,pace,games won,games lost,win pct,Over 500,Champion,Playoffs,Playoff Win,Final 2
DET,2001,N,2846,6301,1478,1954,810,2366,3176,1765,1695,648,1135,565,7738,2926,6544,1349,1787,991,2511,3502,1637,1872,651,1207,334,359,7560,90.850586,50,32,0.609756098,Yes,No,Yes,Yes,No
GSW,2001,N,2998,6989,1693,2344,1334,2493,3827,1706,1884,650,1325,523,8009,3213,6993,1622,2125,1100,2450,3551,2002,1946,706,1132,516,404,8452,96.527649,21,61,0.256097561,No,No,No,No,No
HOU,2001,N,2837,6629,1402,1893,1025,2411,3436,1482,1476,537,1074,445,7572,3191,6875,1221,1623,1045,2507,3552,1838,1647,576,949,414,370,7973,90.681366,28,54,0.341463415,No,No,No,No,No
IND,2001,N,2935,6580,1663,2155,930,2568,3498,1884,1876,658,1191,436,7938,2977,6800,1544,2062,1048,2514,3562,1771,1855,618,1120,465,418,7916,94.09272,42,40,0.512195122,Yes,No,Yes,No,No
LAC,2001,N,2970,6668,1498,2026,1083,2474,3557,1714,1625,510,1150,540,7846,3074,6866,1329,1783,1064,2379,3443,1859,1775,612,1009,439,407,7884,91.998428,39,43,0.475609756,No,No,No,No,No
LAL,2001,N,3150,6839,1494,2138,1022,2607,3629,1882,1823,625,995,478,8304,2872,6777,1577,2072,1016,2526,3542,1643,1888,586,1100,352,399,7720,93.832359,58,24,0.707317073,Yes,Yes,Yes,Yes,Yes
MEM,2001,N,2851,6535,1334,1883,984,2413,3397,1785,1571,646,1290,488,7372,3119,6830,1346,1788,1135,2560,3693,1960,1783,781,1164,455,398,7982,92.562195,23,59,0.280487805,No,No,No,No,No
MIA,2001,N,2801,6382,1236,1708,902,2544,3446,1664,1846,547,1153,448,7150,2666,6279,1565,2127,894,2484,3378,1461,1707,620,1073,353,379,7276,89.317642,36,46,0.43902439,No,No,No,No,No
MIL,2001,N,3041,6577,1321,1767,841,2557,3398,1847,1788,596,1112,388,7996,3016,6846,1489,1967,1050,2438,3489,1884,1641,599,993,361,493,8014,92.348969,41,41,0.5,No,No,No,No,No
MIN,2001,N,3175,6887,1399,1754,1059,2562,3621,1993,1739,524,1069,427,8145,2962,6654,1452,1958,912,2326,3238,1855,1674,542,1036,407,492,7868,92.520126,50,32,0.609756098,Yes,No,Yes,No,No
NJN,2001,N,3042,6816,1402,1907,1039,2515,3554,1990,1734,716,1169,490,7889,2858,6668,1423,1890,999,2517,3516,1563,1668,669,1243,440,409,7548,93.85218,52,30,0.634146342,Yes,No,Yes,Yes,Yes
NYK,2001,N,2817,6520,1406,1786,876,2458,3334,1720,1800,558,1155,288,7514,2924,6570,1550,2047,959,2540,3499,1762,1668,686,1059,385,443,7841,91.596878,30,52,0.365853659,No,No,No,No,No
ORL,2001,N,3087,6893,1446,1917,942,2440,3382,1804,1700,665,1085,384,8240,3116,6830,1470,1994,1086,2633,3720,1929,1737,658,1241,383,409,8111,95.140472,44,38,0.536585366,Yes,No,Yes,No,No
PHI,2001,N,2804,6436,1639,2104,1092,2534,3626,1638,1646,705,1176,363,7461,2771,6500,1350,1798,981,2348,3329,1767,1826,654,1146,458,438,7330,90.063927,43,39,0.524390244,Yes,No,Yes,No,No
PHO,2001,N,3097,6934,1250,1630,1072,2430,3501,1837,1784,668,1167,400,7802,2957,6663,1511,2013,1030,2493,3521,1821,1520,685,1200,474,433,7858,93.466827,36,46,0.43902439,No,No,No,No,No
POR,2001,N,3004,6671,1451,1901,1085,2444,3529,1926,1613,702,1117,368,7925,2951,6508,1312,1771,890,2328,3218,1945,1650,613,1147,409,466,7680,91.162689,49,33,0.597560976,Yes,No,Yes,No,No
SAC,2001,N,3267,7003,1618,2154,1013,2702,3715,1958,1560,741,1095,375,8578,3128,7108,1312,1764,1065,2617,3682,1839,1826,633,1197,387,386,7954,96.996407,61,21,0.743902439,Yes,No,Yes,Yes,No
SAS,2001,N,2913,6363,1668,2249,907,2566,3473,1643,1575,625,1133,537,7932,2883,6775,1283,1651,1003,2429,3432,1543,1893,635,1128,427,374,7423,91.895927,58,24,0.707317073,Yes,No,Yes,Yes,No
SEA,2001,N,3131,6681,1263,1672,968,2333,3301,1926,1732,698,1085,364,8014,2966,6605,1362,1844,1091,2326,3417,1832,1627,568,1205,400,472,7766,91.043991,45,37,0.548780488,Yes,No,Yes,No,No
TOR,2001,N,2919,6727,1269,1717,1114,2336,3450,1779,1771,688,1109,454,7494,2820,6390,1513,2011,995,2436,3432,1629,1613,628,1191,383,377,7530,90.344604,42,40,0.512195122,Yes,No,Yes,No,No
UTA,2001,N,2869,6374,1853,2430,1109,2349,3458,1999,1971,749,1290,523,7871,2777,6216,1779,2308,927,2204,3133,1585,2070,747,1328,543,465,7798,92.208511,44,38,0.536585366,Yes,No,Yes,No,No
WAS,2001,N,2938,6664,1428,1866,1055,2393,3448,1715,1763,570,999,354,7609,2953,6534,1396,1849,960,2376,3336,1818,1711,574,1062,414,422,7724,89.923225,37,45,0.451219512,No,No,No,No,No
ATL,2002,N,2859,6434,1594,2011,937,2558,3495,1679,1783,611,1304,474,7714,3015,6907,1530,2013,1072,2420,3492,1771,1668,738,1020,399,446,8006,93.235313,35,47,0.426829268,No,No,No,No,No
BOS,2002,N,2700,6509,1480,1994,849,2471,3320,1575,1758,720,1105,303,7599,2804,6450,1560,2084,937,2750,3687,1824,1798,617,1256,368,463,7631,92.641571,44,38,0.536585366,Yes,No,Yes,Yes,No
CHI,2002,N,2991,6714,1455,2014,985,2541,3526,1782,2028,605,1330,461,7786,2991,6817,1794,2394,1117,2572,3689,1949,1795,769,1163,413,431,8207,95.864136,30,52,0.365853659,No,No,No,No,No
CLE,2002,N,2850,6746,1502,2012,1118,2542,3660,1712,1864,636,1430,521,7495,3072,6786,1712,2219,932,2491,3423,1972,1709,802,1112,486,428,8284,96.009911,17,65,0.207317073,No,No,No,No,No
DAL,2002,N,3161,6982,1486,1793,912,2544,3456,1837,1730,665,906,449,8444,2926,6687,1477,2032,1045,2681,3726,1781,1744,546,1259,318,477,7806,94.041801,60,22,0.731707317,Yes,No,Yes,Yes,No
DEN,2002,N,2689,6544,1294,1850,1112,2363,3475,1737,2056,712,1425,422,6901,2696,6087,1768,2337,861,2443,3304,1764,1788,742,1339,532,420,7580,92.254524,17,65,0.207317073,No,No,No,No,No
DET,2002,N,2700,6277,1559,2021,883,2445,3328,1620,1748,556,1043,468,7492,2744,6269,1413,1895,859,2528,3387,1500,1903,568,1098,344,289,7190,88.650963,50,32,0.609756098,Yes,No,Yes,Yes,No
GSW,2002,N,3061,6941,1853,2382,1284,2546,3830,1712,1786,594,1246,506,8400,3240,7175,1575,2084,1204,2388,3592,1934,1937,710,1083,490,438,8493,96.229904,38,44,0.463414634,No,No,No,No,No
HOU,2002,N,2840,6461,1567,2042,1024,2564,3588,1506,1602,594,1198,493,7686,2891,6681,1399,1805,979,2353,3332,1683,1794,663,1041,378,386,7567,91.084442,43,39,0.524390244,Yes,No,No,No,No
IND,2002,N,2911,6608,1739,2271,1004,2622,3626,1910,1811,696,1150,443,7940,2860,6690,1527,1992,1006,2458,3464,1696,1922,621,1208,506,407,7654,93.810448,48,34,0.585365854,Yes,No,Yes,No,No
LAC,2002,N,2835,6490,1633,2177,1008,2462,3470,1606,1784,574,1246,461,7693,3035,6787,1507,1946,1046,2460,3506,1840,1843,652,1099,418,454,8031,92.966728,27,55,0.329268293,No,No,No,No,No
LAL,2002,N,3091,6856,1562,2129,1078,2554,3632,1909,1874,639,1152,470,8230,2976,6725,1622,2133,958,2494,3452,1753,1915,644,1134,308,465,8039,94.925896,50,32,0.609756098,Yes,No,Yes,Yes,No
MEM,2002,N,3049,6743,1430,1936,943,2466,3409,1892,1678,651,1214,500,7995,3224,7008,1381,1819,1126,2555,3681,1991,1781,714,1172,424,431,8260,95.010025,28,54,0.341463415,No,No,No,No,No
MIA,2002,N,2688,6517,1292,1689,948,2464,3412,1501,1856,592,1097,324,7016,2713,6208,1598,2129,872,2587,3459,1482,1671,626,1117,437,406,7430,89.441971,25,57,0.304878049,No,No,No,No,No
MIL,2002,N,3045,6670,1483,1911,876,2367,3243,1823,1819,622,996,344,8158,3043,6642,1574,2114,1022,2540,3562,1892,1685,543,1118,322,479,8139,92.464363,42,40,0.512195122,Yes,No,Yes,No,No
MIN,2002,N,3172,6809,1406,1826,959,2614,3573,2070,1704,553,1091,433,8046,3005,6873,1394,1853,974,2444,3418,1871,1686,571,1064,398,469,7873,93.816734,51,31,0.62195122,Yes,No,Yes,No,No
NJN,2002,N,2906,6585,1662,2195,991,2528,3519,1887,1772,717,1184,374,7820,2757,6461,1453,1941,932,2461,3393,1607,1877,693,1298,421,425,7392,93.224922,49,33,0.597560976,Yes,No,Yes,Yes,Yes
NOH,2002,N,2914,6695,1467,1910,1097,2475,3572,1807,1767,656,1151,394,7699,2857,6518,1474,1925,909,2368,3277,1630,1754,647,1159,427,338,7526,91.892624,47,35,0.573170732,Yes,No,Yes,No,No
NYK,2002,N,2967,6725,1320,1620,842,2376,3218,1800,1888,579,1114,255,7860,2961,6478,1691,2193,935,2613,3548,1732,1630,627,1133,297,358,7971,92.776955,37,45,0.451219512,No,No,No,No,No
ORL,2002,N,2947,6763,1616,2079,958,2392,3350,1676,1888,696,1138,300,8078,3007,6602,1648,2150,970,2596,3566,1837,1824,643,1285,407,405,8067,95.013405,42,40,0.512195122,Yes,No,Yes,No,No
PHI,2002,N,2975,6640,1748,2255,1042,2415,3457,1771,1804,844,1157,284,7943,2876,6363,1547,2035,908,2400,3308,1809,1884,639,1355,506,453,7752,93.3927,48,34,0.585365854,Yes,No,Yes,Yes,No
PHO,2002,N,3005,6776,1430,1928,1049,2440,3489,1719,1801,665,1165,404,7834,2913,6658,1479,1933,1031,2486,3517,1824,1763,639,1240,446,436,7741,93.42437,44,38,0.536585366,Yes,No,Yes,No,No
POR,2002,N,2987,6491,1450,1947,992,2378,3370,1860,1634,725,1185,316,7803,2942,6540,1267,1659,913,2291,3204,1863,1670,681,1201,394,437,7588,91.253426,50,32,0.609756098,Yes,No,Yes,No,No
SAC,2002,N,3242,6990,1367,1832,900,2751,3651,2034,1666,735,1171,457,8342,2991,7125,1454,1962,1145,2614,3759,1758,1635,684,1195,351,373,7809,97.33786,59,23,0.719512195,Yes,No,Yes,Yes,No
SAS,2002,N,2908,6297,1591,2194,939,2556,3495,1636,1672,629,1260,529,7856,2862,6703,1334,1737,1029,2322,3351,1559,1914,665,1177,422,354,7412,91.857811,60,22,0.731707317,Yes,Yes,Yes,Yes,Yes
SEA,2002,N,2887,6599,1325,1780,963,2385,3348,1775,1713,679,1026,295,7555,2871,6424,1351,1821,938,2462,3400,1703,1671,500,1158,410,472,7565,89.995102,40,42,0.487804878,No,No,No,No,No
TOR,2002,N,2847,6664,1350,1879,1023,2355,3378,1583,1761,609,1106,392,7453,3037,6592,1490,1964,976,2601,3577,1729,1701,604,1079,403,370,7934,91.460609,24,58,0.292682927,No,No,No,No,No
UTA,2002,N,2894,6189,1750,2349,1021,2381,3402,2103,1837,708,1304,467,7762,2751,6346,1627,2143,1011,2120,3131,1601,1950,723,1253,429,437,7566,90.877747,47,35,0.573170732,Yes,No,Yes,No,No
WAS,2002,N,2816,6394,1617,2077,917,2395,3312,1612,1644,621,1035,390,7502,2877,6507,1382,1792,949,2447,3396,1776,1804,612,1112,346,449,7585,89.958359,37,45,0.451219512,No,No,No,No,No
ATL,2003,N,2829,6529,1534,1976,997,2506,3503,1648,1826,627,1278,408,7611,2968,6740,1574,2072,1048,2485,3533,1803,1699,731,1086,409,482,7992,92.800003,28,54,0.341463415,No,No,No,No,No
BOS,2003,N,2843,6415,1572,2095,851,2440,3291,1683,1837,770,1289,331,7811,2894,6627,1587,2157,1070,2524,3594,1882,1819,719,1334,407,555,7930,94.300003,36,46,0.43902439,No,No,Yes,No,No
CHI,2003,N,2798,6753,1330,1834,1048,2519,3567,1793,1911,659,1249,394,7355,2882,6611,1673,2238,1011,2682,3693,1890,1684,694,1190,442,439,7876,93.800003,23,59,0.280487805,No,No,No,No,No
CLE,2003,N,2922,6753,1528,2030,1118,2619,3737,1808,1742,585,1166,537,7619,2956,6759,1491,1990,970,2474,3444,1783,1655,635,1018,434,431,7834,92.900002,35,47,0.426829268,No,No,No,No,No
DAL,2003,N,3322,7230,1475,1854,1174,2538,3712,1963,1609,656,965,437,8626,3133,6824,1462,1960,1009,2562,3571,1937,1689,582,1178,382,534,8262,94.800003,52,30,0.634146342,Yes,No,Yes,No,No
DEN,2003,N,2993,6763,1655,2159,1083,2387,3470,1794,1804,745,1201,520,7972,3019,6662,1470,2020,1056,2465,3521,1931,1895,664,1343,479,376,7884,94.699997,43,39,0.524390244,Yes,No,Yes,No,No
DET,2003,N,2747,6315,1561,2074,1014,2492,3506,1702,1664,659,1179,570,7388,2633,6378,1287,1730,980,2353,3333,1561,1877,647,1209,410,356,6909,89.199997,54,28,0.658536585,Yes,Yes,Yes,Yes,Yes
GSW,2003,N,2875,6511,1470,2028,1002,2533,3535,1681,1691,576,1154,389,7649,2948,6630,1399,1875,981,2532,3513,1762,1801,666,1101,417,414,7709,91.400002,37,45,0.451219512,No,No,No,No,No
HOU,2003,N,2738,6195,1371,1774,847,2647,3494,1579,1762,560,1295,443,7362,2636,6405,1491,2024,908,2351,3259,1689,1694,710,1048,359,457,7220,89.800003,45,37,0.548780488,Yes,No,Yes,No,No
IND,2003,N,2753,6322,1538,2014,965,2452,3417,1774,1709,726,1108,411,7493,2671,6179,1350,1800,867,2423,3290,1649,1794,581,1242,513,329,7021,88.800003,61,21,0.743902439,Yes,No,Yes,Yes,No
LAC,2003,N,2817,6579,1808,2302,1149,2416,3565,1653,1816,594,1281,376,7771,3075,6687,1545,2086,1033,2358,3391,1874,1861,693,1070,437,452,8147,92.800003,28,54,0.341463415,No,No,No,No,No
LAL,2003,N,3028,6676,1631,2352,1001,2535,3536,1948,1732,682,1096,379,8052,2920,6640,1472,1964,922,2558,3480,1708,2023,616,1186,308,420,7732,94.099998,56,26,0.682926829,Yes,No,Yes,Yes,Yes
MEM,2003,N,2963,6657,1557,2143,1047,2381,3428,1915,1903,795,1180,565,7930,2859,6550,1643,2150,1098,2508,3606,1674,1888,673,1319,461,369,7730,93.300003,50,32,0.609756098,Yes,No,Yes,No,No
MIA,2003,N,2729,6417,1459,1915,940,2459,3399,1565,1812,590,1076,313,7402,2658,6206,1612,2100,893,2486,3379,1525,1728,578,1161,439,431,7359,89.400002,42,40,0.512195122,Yes,No,Yes,Yes,No
MIL,2003,N,2970,6650,1698,2192,960,2502,3462,1872,1667,554,1066,383,8039,3034,6719,1428,1932,983,2521,3504,1870,1877,615,1115,405,456,7952,93.199997,41,41,0.5,No,No,Yes,No,No
MIN,2003,N,3033,6571,1361,1743,875,2645,3520,1890,1731,561,1004,462,7753,2741,6625,1426,1893,1001,2399,3400,1701,1653,547,1051,296,395,7303,90.5,58,24,0.707317073,Yes,No,Yes,Yes,No
NJN,2003,N,2813,6372,1398,1856,862,2473,3335,2009,1722,709,1157,322,7401,2693,6303,1392,1830,874,2471,3345,1627,1739,656,1243,374,418,7196,90.400002,47,35,0.573170732,Yes,No,Yes,Yes,No
NOH,2003,N,2772,6605,1454,1937,1091,2418,3509,1716,1716,708,1155,346,7529,2843,6443,1407,1877,972,2477,3449,1790,1734,613,1204,429,444,7537,90.800003,41,41,0.5,No,No,Yes,No,No
NYK,2003,N,2881,6513,1374,1732,950,2543,3493,1695,1897,608,1253,391,7542,2785,6491,1678,2198,950,2444,3394,1676,1599,675,1079,384,415,7663,91.599998,39,43,0.475609756,No,No,Yes,No,No
ORL,2003,N,2904,6768,1474,2000,1003,2350,3353,1584,1744,547,1063,308,7711,3169,6804,1458,1964,1072,2570,3642,2004,1691,625,1057,444,491,8287,92.839996,21,61,0.256097561,No,No,No,No,No
PHI,2003,N,2682,6260,1512,2009,941,2408,3349,1640,1701,654,1207,358,7215,2751,6369,1474,1982,996,2398,3394,1747,1757,678,1185,462,443,7419,89.699997,33,49,0.402439024,No,No,No,No,No
PHO,2003,N,2958,6671,1392,1865,924,2406,3330,1586,1862,734,1203,383,7723,2975,6671,1601,2092,1038,2550,3588,1760,1589,649,1232,431,479,8030,94,29,53,0.353658537,No,No,No,No,No
POR,2003,N,2898,6467,1263,1728,1040,2376,3416,1768,1554,613,1134,444,7440,2954,6567,1219,1618,1016,2292,3308,1912,1533,657,1066,390,417,7544,88.5,41,41,0.5,No,No,No,No,No
SAC,2003,N,3103,6711,1626,2044,888,2492,3380,2152,1586,710,1107,325,8433,3140,6921,1333,1780,1080,2521,3601,1743,1817,651,1175,413,409,8022,94.400002,55,27,0.670731707,Yes,No,Yes,Yes,No
SAS,2003,N,2842,6434,1409,2069,1028,2669,3697,1676,1667,661,1155,537,7501,2613,6388,1372,1844,909,2459,3368,1419,1837,635,1194,381,311,6909,90.400002,57,25,0.695121951,Yes,No,Yes,Yes,No
SEA,2003,N,2939,6590,1363,1782,907,2318,3225,1782,1783,661,1128,387,7964,2980,6622,1570,2028,1068,2430,3498,1728,1658,629,1158,386,486,8016,91.800003,37,45,0.451219512,No,No,No,No,No
TOR,2003,N,2654,6348,1237,1650,830,2419,3249,1574,1748,604,1090,401,7006,2722,6365,1536,2055,1034,2662,3696,1518,1619,590,1137,333,273,7253,88.800003,33,49,0.402439024,No,No,No,No,No
UTA,2003,N,2690,6171,1639,2197,1103,2272,3375,1671,2095,583,1255,494,7271,2541,5879,1874,2431,868,2131,2999,1528,1999,666,1216,530,415,7371,88.099998,42,40,0.512195122,Yes,No,No,No,No
WAS,2003,N,2758,6556,1579,2211,1115,2392,3507,1537,1712,733,1371,406,7528,3061,6741,1444,1874,1048,2520,3568,1966,1783,787,1269,446,424,7990,94.099998,25,57,0.304878049,No,No,No,No,No
ATL,2004,N,2942,6672,1417,1994,1100,2335,3435,1614,2009,629,1319,344,7605,3044,6389,1846,2396,902,2483,3385,1803,1777,716,1235,484,467,8401,93.94873,13,69,0.158536585,No,No,No,No,No
BOS,2004,N,3046,6511,1775,2323,909,2438,3347,1810,2000,667,1297,423,8304,2960,6664,1825,2423,1039,2427,3466,1859,1937,714,1248,402,488,8233,95.735855,45,37,0.548780488,Yes,No,Yes,No,No
CHI,2004,N,2849,6592,1536,2048,1001,2591,3592,1743,2028,576,1371,369,7745,2763,6548,1716,2305,979,2524,3503,1715,1914,685,1272,434,416,7658,96.283737,47,35,0.573170732,Yes,No,Yes,No,No
CHR,2004,N,2961,6859,1487,2096,1083,2335,3418,1794,1893,695,1192,440,7729,3015,6507,1748,2279,959,2586,3545,1768,1857,624,1304,446,442,8220,96.20163,18,64,0.219512195,No,No,No,No,No
CLE,2004,N,2990,6687,1634,2174,1117,2352,3469,1851,1850,654,1141,461,7914,2913,6444,1601,2135,938,2324,3262,1737,1770,549,1226,419,422,7849,93.840187,42,40,0.512195122,Yes,No,No,No,No
DAL,2004,N,3058,6691,1826,2314,990,2530,3520,1610,1827,708,1102,461,8405,2941,6712,1601,2123,1072,2467,3539,1714,1898,584,1258,399,451,7934,95.204948,58,24,0.707317073,Yes,No,Yes,Yes,No
DEN,2004,N,3038,6615,1765,2313,967,2473,3440,1958,1878,750,1224,489,8161,2950,6606,1632,2189,975,2441,3416,1778,1960,636,1325,458,463,7995,96.02964,49,33,0.597560976,Yes,No,Yes,No,No
DET,2004,N,2851,6421,1588,2150,1054,2507,3561,1787,1638,576,1133,497,7653,2791,6496,1344,1790,928,2321,3249,1618,1851,610,1138,367,410,7336,89.839737,54,28,0.658536585,Yes,No,Yes,Yes,Yes
GSW,2004,N,3029,7039,1412,1955,1069,2436,3505,1811,1833,642,1112,420,8094,3133,6838,1555,2087,1057,2771,3828,1858,1782,570,1231,417,450,8271,95.689407,34,48,0.414634146,No,No,No,No,No
HOU,2004,N,2846,6419,1551,1986,874,2601,3475,1733,1806,563,1135,378,7796,2720,6423,1571,2116,892,2444,3336,1696,1773,607,1091,335,454,7465,91.30323,51,31,0.62195122,Yes,No,Yes,No,No
IND,2004,N,2668,6169,1748,2206,868,2418,3286,1489,1889,615,1173,357,7626,2768,6284,1637,2202,972,2416,3388,1540,1883,549,1177,398,391,7564,90.938339,44,38,0.536585366,Yes,No,Yes,Yes,No
LAC,2004,N,2924,6368,1770,2274,980,2455,3435,1901,1819,599,1290,422,7849,2936,6618,1555,2041,986,2255,3241,1732,1934,638,1128,393,485,7912,91.881775,37,45,0.451219512,No,No,No,No,No
LAL,2004,N,2895,6629,1661,2137,1028,2511,3539,1672,1793,508,1176,344,8095,3141,6928,1507,1931,1023,2453,3476,2001,1814,627,968,420,549,8338,94.820389,34,48,0.414634146,No,No,No,No,No
MEM,2004,N,2802,6271,1526,2024,887,2307,3194,1716,1910,699,1197,476,7661,2684,6215,1679,2179,993,2387,3380,1633,1852,612,1279,476,426,7473,90.929123,45,37,0.548780488,Yes,No,Yes,No,No
MIA,2004,N,3097,6368,1658,2466,887,2639,3526,1790,1814,528,1127,474,8327,2865,6705,1621,2134,922,2397,3319,1620,2020,611,1048,264,441,7792,92.870872,59,23,0.719512195,Yes,No,Yes,Yes,No
MIL,2004,N,2964,6580,1720,2229,985,2405,3390,1720,1797,529,1132,289,7973,3098,6678,1559,2022,935,2413,3348,1953,1952,611,1087,370,463,8218,93.594177,30,52,0.365853659,No,No,No,No,No
MIN,2004,N,3045,6629,1449,1820,947,2580,3527,1918,1774,460,1079,447,7934,2967,6776,1413,1880,1032,2359,3391,1783,1629,540,954,323,468,7815,92.771713,44,38,0.536585366,Yes,No,No,No,No
NJN,2004,N,2753,6419,1555,2039,855,2387,3242,1772,1984,650,1163,308,7496,2710,6167,1714,2304,874,2503,3377,1666,1880,601,1303,402,485,7619,91.83976,42,40,0.512195122,Yes,No,Yes,No,No
NOH,2004,N,2718,6555,1401,1830,1019,2281,3300,1724,1883,550,1217,310,7252,2847,6299,1644,2122,947,2485,3432,1742,1728,634,1182,452,494,7832,90.471931,18,64,0.219512195,No,No,No,No,No
NYK,2004,N,2978,6599,1580,2060,965,2393,3358,1665,1942,629,1204,260,7977,3001,6454,1711,2264,969,2448,3417,1697,1736,602,1222,389,464,8177,94.384277,33,49,0.402439024,No,No,No,No,No
ORL,2004,N,3034,6679,1772,2335,1038,2544,3582,1583,1937,633,1322,441,8160,3081,6826,1739,2306,1024,2428,3452,1747,1920,698,1176,354,443,8344,97.333916,36,46,0.43902439,No,No,No,No,No
PHI,2004,N,2946,6736,1731,2194,909,2536,3445,1710,1878,756,1274,321,8128,2930,6618,1764,2299,952,2663,3615,1878,1929,681,1372,383,565,8189,97.40168,43,39,0.524390244,Yes,No,Yes,No,No
PHO,2004,N,3351,7018,1556,2080,967,2652,3619,1927,1563,572,1125,453,9054,3328,7485,1320,1775,1233,2550,3783,1741,1750,627,1108,342,494,8470,98.47644,62,20,0.756097561,Yes,No,Yes,Yes,No
POR,2004,N,2896,6422,1409,1944,970,2404,3374,1722,1702,583,1307,544,7621,3056,6842,1397,1851,1149,2312,3461,1923,1670,700,1098,414,440,7949,92.568474,27,55,0.329268293,No,No,No,No,No
SAC,2004,N,3203,6978,1577,2004,1023,2455,3478,2005,1684,674,1073,316,8505,3186,6941,1485,2011,1102,2532,3634,1766,1761,622,1196,365,471,8328,96.841805,50,32,0.609756098,Yes,No,Yes,No,No
SAS,2004,N,2923,6450,1535,2120,987,2489,3476,1771,1716,613,1126,543,7888,2712,6359,1501,1955,893,2403,3296,1385,1891,594,1246,421,323,7248,91.455696,59,23,0.719512195,Yes,Yes,Yes,Yes,Yes
SEA,2004,N,2882,6498,1683,2131,1041,2311,3352,1487,1943,553,1113,338,8113,2932,6382,1591,2124,930,2174,3104,1698,1948,508,1127,390,470,7925,91.244949,52,30,0.634146342,Yes,No,Yes,Yes,No
TOR,2004,N,2952,6656,1626,2101,844,2444,3288,1670,1875,621,1087,317,8178,3133,6708,1610,2165,991,2720,3711,1814,1795,507,1188,360,435,8311,95.012611,33,49,0.402439024,No,No,No,No,No
UTA,2004,N,2828,6301,1719,2272,1047,2243,3290,1826,2189,541,1292,374,7625,2731,5965,2027,2653,859,2230,3089,1592,2057,646,1213,474,486,7975,91.195145,26,56,0.317073171,No,No,No,No,No
WAS,2004,N,2966,6794,1795,2476,1133,2374,3507,1563,1806,716,1173,347,8241,3099,6748,1549,2034,1017,2510,3527,1885,1994,586,1276,412,521,8268,96.008492,45,37,0.548780488,Yes,No,Yes,Yes,No
