team,year,league,shots made,shots attempted,free throws made,free throws attempted,offensive rebounds,defensive rebounds,total rebounds,assists,fouls commited,steals,turnovers,blocks,total points,made shots allowed,shot attempts allowed,made free throws against,free throw attempts allowed,offensive rebounds allowed,defensive rebounds allowed,total rebounds allowed,assists allowed,fouls against,steals against,turnovers against,blocks against,3 pointers allowed,points allowed,pace,games won,games lost,win pct,Over 500,Champion,Playoffs,Playoff Win,Final 2
POR,1982,N,3459,7124,1855,2512,1180,2380,3560,2030,1960,749,1495,384,8808,3503,7211,1572,2046,1126,2364,3490,2072,2232,658,1546,500,55,8633,103.20097,46,36,0.56097561,Yes,No,Yes,Yes,No
SAS,1982,N,3697,7340,1887,2468,1232,2599,3831,2261,2095,675,1504,469,9375,3654,7531,1716,2239,1160,2263,3423,2329,2199,654,1430,457,51,9075,105.67022,53,29,0.646341463,Yes,No,Yes,Yes,No
SDC,1982,N,3625,7634,1589,2195,1394,2108,3502,2087,2284,820,1600,408,8903,3652,6910,1963,2626,1095,2365,3460,2105,1962,789,1723,519,32,9299,105.76184,25,57,0.304878049,No,No,No,No,No
SEA,1982,N,3597,7277,1796,2459,1152,2569,3721,2278,1969,677,1533,437,9019,3546,7703,1615,2184,1314,2397,3711,2146,2152,726,1443,360,49,8756,105.9654,48,34,0.585365854,Yes,No,Yes,No,No
UTA,1982,N,3525,7342,1844,2440,1093,2550,3643,2176,2017,758,1683,595,8938,3794,7932,1646,2288,1439,2671,4110,2202,2102,826,1601,448,48,9282,109.43091,30,52,0.365853659,No,No,No,No,No
WA1,1982,N,3306,7059,1452,2059,1099,2430,3529,2046,1958,733,1588,400,8134,3299,7044,1510,2084,1114,2514,3628,1871,1975,698,1543,555,37,8145,101.80122,42,40,0.512195122,Yes,No,No,No,No
ATL,1983,N,3230,6809,1838,2414,1112,2232,3344,1827,2091,626,1329,558,8321,3277,6845,1834,2380,1191,2410,3601,2026,2087,579,1409,424,39,8427,97.89959,40,42,0.487804878,No,No,Yes,No,No
BOS,1983,N,3616,7235,1907,2407,1159,2538,3697,2122,1949,673,1420,430,9194,3463,7372,1659,2143,1101,2227,3328,1957,2090,703,1329,328,71,8656,103.33683,62,20,0.756097561,Yes,Yes,Yes,Yes,Yes
CHI,1983,N,3305,6972,1871,2508,1141,2300,3441,2095,2196,687,1578,454,8501,3502,7082,1885,2471,1125,2388,3513,2235,2110,786,1513,514,37,8926,103.16615,27,55,0.329268293,No,No,No,No,No
CLE,1983,N,3362,7232,1619,2178,1213,2388,3601,1930,2206,630,1332,375,8386,3373,6930,1939,2541,983,2405,3388,2141,1906,579,1224,395,50,8735,100.31711,28,54,0.341463415,No,No,No,No,No
DAL,1983,N,3618,7235,1774,2350,1090,2265,3355,2164,1906,579,1303,360,9052,3633,7282,1688,2198,1180,2346,3526,2131,2213,632,1386,417,63,9017,102.3645,43,39,0.524390244,Yes,No,Yes,Yes,No
DEN,1983,N,3935,7983,2200,2690,1133,2444,3577,2482,2279,711,1344,352,10147,4016,7747,2143,2860,1228,2737,3965,2453,2272,671,1538,545,62,10237,112.97668,38,44,0.463414634,No,No,Yes,No,No
DET,1983,N,3798,7910,1974,2547,1427,2434,3861,2256,2177,697,1310,417,9602,3657,7369,1941,2577,1163,2457,3620,2193,2187,621,1480,527,53,9308,107.17802,49,33,0.597560976,Yes,No,Yes,No,No
GSW,1983,N,3519,7534,1915,2577,1390,2171,3561,1837,2108,830,1518,348,9008,3725,7210,1801,2377,1211,2513,3724,2150,2246,691,1694,494,36,9287,105.97652,37,45,0.451219512,No,No,No,No,No
HOU,1983,N,3729,7533,1583,2139,1200,2483,3683,2204,2317,621,1562,515,9071,3583,7412,2116,2803,1197,2458,3655,2023,1916,782,1421,426,42,9324,107.00832,29,53,0.353658537,No,No,No,No,No
IND,1983,N,3447,7130,1624,2119,1002,2398,3400,2169,2061,834,1525,398,8566,3552,7175,1828,2415,1194,2564,3758,2117,1930,761,1587,444,29,8961,104.04976,26,56,0.317073171,No,No,No,No,No
KCK,1983,N,3516,7230,1939,2495,1144,2273,3417,2229,2200,715,1504,383,9023,3601,7169,1909,2510,1126,2387,3513,2108,2191,660,1584,493,33,9144,105.2781,38,44,0.463414634,No,No,Yes,No,No
LAL,1983,N,3854,7250,1712,2272,1095,2499,3594,2455,2054,726,1578,478,9478,3672,7600,1763,2346,1253,2154,3407,2261,1973,797,1443,376,63,9170,106.09836,54,28,0.658536585,Yes,No,Yes,Yes,Yes
MIL,1983,N,3432,6970,1743,2354,1135,2385,3520,2113,2167,642,1415,489,8666,3207,7033,1869,2489,1252,2235,3487,1959,2093,653,1404,319,42,8325,100.12105,50,32,0.609756098,Yes,No,Yes,Yes,No
NJN,1983,N,3614,7258,1742,2488,1221,2313,3534,2148,2243,814,1608,499,9019,3422,6974,2037,2675,1097,2307,3404,1913,2161,781,1674,416,48,8929,105.57134,45,37,0.548780488,Yes,No,Yes,Yes,No
NYK,1983,N,3386,6837,1944,2510,1088,2230,3318,2041,2281,803,1587,360,8763,3260,6687,1876,2474,1045,2171,3216,2049,2197,721,1683,397,52,8448,101.8619,47,35,0.573170732,Yes,No,Yes,Yes,No
PHI,1983,N,3384,6833,2041,2706,1181,2382,3563,2032,2040,807,1628,653,8838,3427,7136,1757,2367,1235,2237,3472,2062,2237,805,1559,483,47,8658,102.57603,52,30,0.634146342,Yes,No,Yes,No,No
PHO,1983,N,3677,7220,1673,2204,1066,2298,3364,2214,2147,693,1451,388,9101,3509,7061,1956,2540,1065,2333,3398,2059,2038,675,1480,298,54,9028,103.76207,41,41,0.5,No,No,Yes,Yes,No
POR,1983,N,3632,7189,1988,2637,1251,2194,3445,2082,2134,814,1483,397,9277,3566,6943,1797,2366,1059,2185,3244,2119,2184,649,1633,440,57,8986,103.58656,48,34,0.585365854,Yes,No,Yes,No,No
SAS,1983,N,3909,7721,1965,2604,1230,2528,3758,2361,2146,685,1447,491,9862,3996,7910,1840,2427,1293,2455,3748,2518,2187,652,1427,464,52,9884,109.97074,37,45,0.451219512,No,No,No,No,No
SDC,1983,N,3634,7325,1785,2424,1307,2382,3689,1981,2020,567,1515,385,9077,3771,7406,1749,2233,1112,2163,3275,2370,2043,727,1242,458,53,9344,103.45819,30,52,0.365853659,No,No,No,No,No
SEA,1983,N,3460,7083,1918,2460,1064,2332,3396,2233,1884,636,1360,350,8865,3585,7337,1655,2168,1167,2404,3571,2278,2097,663,1330,388,54,8879,102.23275,42,40,0.512195122,Yes,No,Yes,No,No
UTA,1983,N,3606,7242,2115,2708,1096,2522,3618,2230,1978,695,1510,604,9428,3745,7872,1799,2414,1458,2461,3919,2237,2194,747,1438,466,46,9335,107.34798,45,37,0.548780488,Yes,No,Yes,Yes,No
WA1,1983,N,3344,6907,1664,2201,1027,2387,3414,2192,1989,556,1448,320,8423,3465,7086,1693,2218,1037,2381,3418,2038,2021,706,1277,492,37,8660,100.31711,35,47,0.426829268,No,No,Yes,No,No
ATL,1984,N,3444,7119,1782,2371,1161,2345,3506,2009,2047,665,1475,541,8743,3504,7267,1808,2384,1332,2411,3743,2087,1972,674,1488,373,46,8862,102.43147,34,48,0.414634146,No,No,No,No,No
BOS,1984,N,3721,7325,1860,2307,1116,2630,3746,2287,1781,645,1332,414,9412,3642,7642,1512,1922,1105,2287,3392,2041,1964,641,1222,315,71,8867,103.71614,63,19,0.768292683,Yes,No,Yes,Yes,Yes
CHI,1984,N,3453,6909,1981,2526,1074,2366,3440,1992,2071,622,1463,468,8916,3521,7210,1852,2394,1137,2260,3397,2045,2040,668,1323,447,91,8985,101.89115,38,44,0.463414634,No,No,Yes,No,No
CLE,1984,N,3470,7364,1867,2491,1203,2445,3648,2096,2173,622,1387,472,8903,3547,7415,1965,2554,1210,2451,3661,2215,2101,612,1357,429,70,9129,104.73779,36,46,0.43902439,No,No,Yes,No,No
DAL,1984,N,3560,7280,1844,2324,1095,2345,3440,2152,1796,575,1184,335,9116,3626,7200,1588,2080,1062,2470,3532,2113,2066,572,1340,430,98,8938,101.44367,44,38,0.536585366,Yes,No,Yes,No,No
DEN,1984,N,3876,7976,2016,2568,1331,2303,3634,2266,2152,894,1382,424,9841,3775,7379,2027,2648,1181,2628,3809,2154,2178,670,1744,589,64,9641,110.38414,52,30,0.634146342,Yes,No,Yes,Yes,No
DET,1984,N,3840,7999,1783,2262,1403,2534,3937,2302,2076,691,1341,397,9508,3700,7457,1826,2404,1109,2563,3672,2107,2017,642,1486,508,78,9304,107.72487,46,36,0.56097561,Yes,No,Yes,Yes,No
GSW,1984,N,3498,7555,1944,2531,1327,2139,3466,1759,2136,803,1460,284,9052,3839,7165,1919,2530,1101,2521,3622,2336,2180,650,1583,469,57,9654,106.14018,22,60,0.268292683,No,No,No,No,No
HOU,1984,N,3748,7440,1581,2261,1325,2395,3720,2239,2033,683,1605,597,9118,3500,7274,1887,2425,1159,2222,3381,2117,1903,773,1495,415,90,8977,105.11274,48,34,0.585365854,Yes,No,Yes,No,No
IND,1984,N,3489,7324,1871,2516,1198,2623,3821,1945,2237,625,1622,366,8879,3628,7332,2068,2707,1098,2583,3681,2242,2072,777,1424,523,64,9388,107.0001,22,60,0.268292683,No,No,No,No,No
KCK,1984,N,3664,7275,2022,2595,1167,2327,3494,2342,2169,661,1593,300,9413,3805,7461,1957,2546,1166,2267,3433,2344,2205,761,1424,512,65,9632,106.86665,31,51,0.378048781,No,No,No,No,No
LAC,1984,N,3527,7119,1674,2208,1163,2434,3597,1934,1840,534,1587,497,8784,3737,7630,1604,2115,1248,2282,3530,2264,1887,770,1242,422,74,9152,103.16228,31,51,0.378048781,No,No,No,No,No
LAL,1984,N,3952,7254,1702,2232,1063,2550,3613,2575,1931,695,1537,481,9696,3665,7639,1679,2244,1248,2078,3326,2313,1905,756,1365,370,84,9093,105.48504,62,20,0.756097561,Yes,Yes,Yes,Yes,Yes
MIL,1984,N,3564,7256,1873,2473,1256,2353,3609,2164,2239,689,1382,486,9090,3214,6972,2020,2700,1236,2293,3529,1904,2104,642,1562,389,80,8528,102.47934,59,23,0.719512195,Yes,No,Yes,Yes,No
NJN,1984,N,3646,7445,1631,2237,1233,2325,3558,2163,2011,772,1355,415,8975,3514,7040,1849,2454,1084,2405,3489,1975,1933,680,1496,352,79,8956,103.24641,42,40,0.512195122,Yes,No,Yes,No,No
NYK,1984,N,3435,7101,1706,2350,1116,2102,3218,1999,2398,754,1458,267,8627,3329,6732,2282,3006,1219,2401,3620,2143,2038,667,1589,446,67,9007,102.15007,24,58,0.292682927,No,No,No,No,No
PHI,1984,N,3443,6992,2316,2883,1301,2364,3665,1999,1971,817,1575,534,9261,3494,7157,1857,2397,1183,2173,3356,2139,2209,753,1534,391,80,8925,103.33199,58,24,0.707317073,Yes,No,Yes,Yes,No
PHO,1984,N,3507,7144,1757,2280,1026,2425,3451,2335,2034,727,1583,349,8858,3605,7309,1756,2295,1125,2416,3541,2181,2019,771,1468,410,65,9031,104.95657,36,46,0.43902439,No,No,Yes,No,No
POR,1984,N,3708,7374,2002,2667,1202,2298,3500,2225,1957,821,1481,516,9469,3697,7494,1737,2269,1268,2336,3604,2235,2160,726,1607,459,59,9190,106.72039,42,40,0.512195122,Yes,No,Yes,Yes,No
SAS,1984,N,3698,7202,1961,2571,1127,2470,3597,2316,2180,757,1542,443,9412,3644,7348,1977,2548,1136,2265,3401,2283,2154,749,1489,472,72,9337,106.19168,41,41,0.5,No,No,Yes,No,No
SEA,1984,N,3277,6910,1777,2305,1019,2287,3306,2185,1974,649,1493,343,8376,3520,7142,1703,2212,1113,2379,3492,2220,2020,732,1383,458,79,8822,101.43594,31,51,0.378048781,No,No,No,No,No
UTA,1984,N,3478,7302,1878,2434,1081,2554,3635,2143,1961,712,1575,697,8937,3532,7604,1810,2375,1360,2645,4005,2069,2076,806,1606,443,72,8946,107.34967,41,41,0.5,No,No,Yes,Yes,No
WA1,1984,N,3534,7383,1478,1989,1012,2395,3407,2088,1869,709,1282,393,8655,3494,7179,1623,2172,1119,2673,3792,1988,1833,630,1467,397,66,8677,102.81005,40,42,0.487804878,No,No,Yes,No,No
ATL,1985,N,3447,7029,1979,2704,1249,2405,3654,2025,2170,736,1483,434,8906,3360,7074,1905,2508,1202,2329,3531,1945,2129,697,1494,371,87,8712,102.27481,50,32,0.609756098,Yes,No,Yes,Yes,No
BOS,1985,N,3718,7312,1785,2248,1054,2753,3807,2387,1756,641,1360,511,9359,3444,7476,1617,2162,1089,2317,3406,1924,1966,725,1258,341,82,8587,103.97385,67,15,0.817073171,Yes,Yes,Yes,Yes,Yes
CHI,1985,N,3476,7227,1922,2499,1280,2278,3558,2006,2166,609,1436,400,8962,3601,7138,2002,2627,1104,2362,3466,2170,2002,664,1298,491,70,9274,102.56589,30,52,0.365853659,No,No,Yes,No,No
CLE,1985,N,3478,7239,1748,2325,1086,2455,3541,2064,2267,627,1411,436,8836,3435,7239,2115,2758,1131,2494,3625,2122,1945,711,1331,364,86,9071,104.19215,29,53,0.353658537,No,No,No,No,No
DAL,1985,N,3631,7254,2050,2643,1059,2454,3513,2108,1733,605,1289,369,9453,3864,7689,1545,2049,1219,2469,3688,2381,2196,617,1279,423,90,9363,104.54245,44,38,0.536585366,Yes,No,Yes,Yes,No
DEN,1985,N,3705,7868,1929,2416,1223,2317,3540,2140,2164,826,1336,421,9410,3638,7404,1967,2693,1295,2732,4027,2106,2117,639,1741,484,60,9303,109.26556,47,35,0.573170732,Yes,No,Yes,Yes,No
DET,1985,N,3754,7750,1800,2300,1276,2461,3737,2319,2101,738,1343,340,9363,3620,7365,1956,2589,1180,2538,3718,2083,1977,662,1490,500,71,9267,106.63167,46,36,0.56097561,Yes,No,Yes,No,No
GSW,1985,N,3650,7567,1912,2517,1271,2344,3615,2018,2032,751,1400,354,9299,3863,7432,1791,2401,1170,2519,3689,2325,2069,692,1487,442,65,9582,106.42473,30,52,0.365853659,No,No,No,No,No
HOU,1985,N,3759,7671,1776,2434,1316,2434,3750,2318,1991,745,1374,551,9379,3638,7402,1802,2406,1190,2389,3579,2196,1977,683,1464,386,87,9165,105.97556,51,31,0.62195122,Yes,No,Yes,Yes,Yes
IND,1985,N,3441,7150,1614,2183,1138,2613,3751,2159,2135,659,1515,381,8519,3372,7123,1975,2571,1050,2479,3529,2057,1909,745,1315,445,73,8792,102.78539,26,56,0.317073171,No,No,No,No,No
LAC,1985,N,3388,7165,2067,2683,1159,2258,3417,1968,1931,694,1506,501,8907,3849,7588,1704,2280,1268,2458,3726,2469,2113,760,1396,457,73,9475,105.23289,32,50,0.390243902,No,No,No,No,No
LAL,1985,N,3834,7343,1812,2329,1101,2555,3656,2433,2031,693,1467,419,9618,3577,7450,1778,2369,1104,2226,3330,2235,1992,792,1330,359,51,8983,105.47706,62,20,0.756097561,Yes,No,Yes,Yes,No
MIL,1985,N,3601,7310,2063,2701,1189,2420,3609,2158,2210,805,1369,460,9390,3286,7043,1980,2674,1169,2325,3494,1952,2139,633,1631,397,97,8649,104.9203,57,25,0.695121951,Yes,No,Yes,Yes,No
NJN,1985,N,3548,7301,1810,2396,1183,2483,3666,2128,2129,749,1575,345,8949,3504,7124,2008,2622,1036,2369,3405,2019,2002,783,1523,390,96,9112,105.83848,39,43,0.475609756,No,No,Yes,No,No
NYK,1985,N,3239,7034,1534,2237,1081,2170,3251,1877,2213,714,1438,308,8094,3192,6672,2102,2744,1166,2587,3753,2007,2018,701,1629,444,68,8554,101.03801,23,59,0.280487805,No,No,No,No,No
PHI,1985,N,3435,7058,2130,2810,1326,2378,3704,2017,1798,862,1595,490,9051,3615,7328,1546,2041,1189,2228,3417,2255,2187,802,1520,469,82,8858,103.47245,54,28,0.658536585,Yes,No,Yes,Yes,No
PHO,1985,N,3518,6993,1949,2683,1034,2449,3483,2272,2260,773,1763,379,9023,3569,7307,2041,2692,1137,2265,3402,2149,2216,841,1515,466,89,9268,107.41035,32,50,0.390243902,No,No,No,No,No
POR,1985,N,3610,7281,2142,2799,1153,2316,3469,2180,2205,859,1529,356,9436,3637,7249,1992,2638,1179,2362,3541,2254,2262,760,1645,426,83,9349,107.36369,40,42,0.487804878,No,No,Yes,No,No
SAC,1985,N,3538,7220,1818,2338,1135,2377,3512,2304,2134,602,1533,388,8924,3566,7225,1971,2609,1142,2339,3481,2118,2083,751,1409,478,73,9176,104.47717,37,45,0.451219512,No,No,Yes,No,No
SAS,1985,N,3596,7104,1882,2523,1069,2413,3482,2260,2115,800,1624,390,9120,3629,7365,1916,2491,1157,2304,3461,2269,2108,800,1519,453,98,9272,106.32343,35,47,0.426829268,No,No,Yes,No,No
SEA,1985,N,3335,7059,1815,2331,1145,2256,3401,1977,2168,745,1435,295,8564,3301,6774,1913,2491,1027,2308,3335,2038,2008,654,1467,406,57,8572,100.83881,31,51,0.378048781,No,No,No,No,No
UTA,1985,N,3453,7083,1930,2694,1068,2479,3547,2199,2038,717,1518,666,8871,3470,7339,1896,2483,1208,2510,3718,1977,2221,752,1531,464,65,8901,105.60253,42,40,0.512195122,Yes,No,Yes,No,No
WA1,1985,N,3311,7148,1704,2286,1066,2432,3498,1748,1796,626,1346,716,8442,3435,7360,1649,2181,1249,2591,3840,2014,1907,712,1373,454,71,8590,102.00405,39,43,0.475609756,No,No,Yes,No,No
ATL,1986,N,3435,7141,2019,2661,1350,2478,3828,2077,2152,700,1279,511,9024,3158,6998,1987,2598,1196,2277,3473,1917,2034,619,1314,385,128,8431,99.722397,57,25,0.695121951,Yes,No,Yes,Yes,No
BOS,1986,N,3645,7051,1740,2153,933,2585,3518,2421,1710,561,1300,526,9237,3470,7500,1628,2148,1237,2287,3524,2060,1911,722,1156,338,124,8692,101.10933,59,23,0.719512195,Yes,No,Yes,Yes,Yes
CHI,1986,N,3382,7155,1754,2254,1248,2400,3648,2143,1922,677,1257,438,8596,3337,6910,1734,2255,1027,2317,3344,2028,1844,583,1269,492,115,8523,98.513641,40,42,0.487804878,No,No,Yes,No,No
CLE,1986,N,3349,7122,1779,2554,1257,2420,3677,1912,1853,672,1619,559,8558,3556,7441,1664,2209,1254,2396,3650,2056,2076,810,1398,479,95,8871,103.74007,31,51,0.378048781,No,No,No,No,No
DAL,1986,N,3594,7373,2148,2717,1219,2494,3713,2017,1873,688,1205,424,9567,3586,7503,1750,2293,1254,2386,3640,2304,2136,571,1332,421,128,9050,103.61726,55,27,0.670731707,Yes,No,Yes,No,No
DEN,1986,N,3744,7951,1975,2568,1294,2368,3662,2317,2184,754,1216,421,9569,3636,7343,2255,2901,1166,2720,3886,2189,2145,558,1564,452,113,9640,108.91138,37,45,0.451219512,No,No,Yes,No,No
DET,1986,N,3544,7237,1991,2602,1245,2649,3894,2021,2078,643,1417,436,9118,3376,7307,1951,2608,1143,2339,3482,2029,2067,670,1294,472,133,8836,103.70792,52,30,0.634146342,Yes,No,Yes,Yes,No
GSW,1986,N,3551,7412,1970,2526,1193,2351,3544,2083,2138,715,1354,321,9188,3615,7339,1995,2665,1249,2481,3730,2174,2052,688,1412,450,155,9380,104.91451,42,40,0.512195122,Yes,No,Yes,Yes,No
HOU,1986,N,3465,7262,1746,2355,1190,2481,3671,2227,1973,654,1384,555,8765,3348,7225,1887,2422,1167,2364,3531,2126,1922,721,1366,368,100,8683,102.63503,42,40,0.512195122,Yes,No,Yes,Yes,No
IND,1986,N,3454,7324,1696,2170,1132,2464,3596,2170,2097,697,1276,311,8698,3344,6969,1960,2584,1117,2584,3701,2019,1852,660,1416,472,103,8751,101.70355,41,41,0.5,No,No,Yes,No,No
LAC,1986,N,3311,7332,1866,2515,1231,2137,3368,1971,2004,751,1493,432,8566,3759,7254,1875,2515,1187,2643,3830,2416,2021,806,1533,534,110,9503,105.20557,12,70,0.146341463,No,No,No,No,No
LAL,1986,N,3740,7245,2012,2550,1127,2515,3642,2428,1853,728,1358,482,9656,3520,7531,1731,2265,1280,2174,3454,2212,2004,721,1370,404,122,8893,104.04758,65,17,0.792682927,Yes,Yes,Yes,Yes,Yes
MIL,1986,N,3457,7282,1953,2549,1119,2322,3441,2044,2180,845,1260,393,9052,3247,6906,2117,2796,1191,2477,3668,2014,2024,659,1551,460,120,8731,102.99113,50,32,0.609756098,Yes,No,Yes,Yes,No
NJN,1986,N,3374,7083,2000,2607,1169,2409,3578,1991,2353,643,1617,397,8893,3418,7125,2353,3018,1129,2352,3481,1958,2126,814,1357,566,118,9307,104.91426,24,58,0.292682927,No,No,No,No,No
NYK,1986,N,3329,7023,1725,2362,1108,2162,3270,1941,2028,704,1420,396,8508,3500,7142,1928,2534,1331,2448,3779,2152,1950,761,1417,400,94,9022,101.03559,24,58,0.292682927,No,No,No,No,No
PHI,1986,N,3335,6792,1971,2617,1178,2327,3505,1943,1774,768,1519,540,8729,3537,7204,1552,2049,1214,2202,3416,2202,1982,813,1372,446,119,8745,100.01299,45,37,0.548780488,Yes,No,Yes,No,No
PHO,1986,N,3575,7190,1900,2499,1113,2366,3479,2354,2047,703,1498,397,9111,3623,7336,1942,2570,1235,2355,3590,2246,2034,799,1428,435,123,9311,104.76534,36,46,0.43902439,No,No,No,No,No
POR,1986,N,3650,7249,2269,2928,1180,2413,3593,2359,2082,767,1546,387,9667,3649,7523,1996,2589,1208,2279,3487,2189,2228,735,1504,473,116,9410,107.95115,49,33,0.597560976,Yes,No,Yes,No,No
SAC,1986,N,3522,7413,1974,2479,1282,2441,3723,2185,2007,513,1403,397,9095,3656,7469,1922,2500,1160,2355,3515,2154,2068,707,1210,487,125,9359,104.21777,29,53,0.353658537,No,No,No,No,No
SAS,1986,N,3532,7456,1701,2292,1285,2347,3632,2220,1930,786,1406,325,8882,3704,7310,1786,2364,1100,2461,3561,2375,1844,699,1417,463,106,9300,104.27145,28,54,0.341463415,No,No,No,No,No
SEA,1986,N,3593,7451,1948,2571,1373,2395,3768,2184,2224,705,1509,450,9325,3514,7329,2166,2819,1236,2278,3514,2023,2027,731,1342,409,93,9287,105.12337,39,43,0.475609756,No,No,Yes,Yes,No
UTA,1986,N,3485,7514,1735,2389,1194,2456,3650,2240,2040,835,1403,628,8844,3347,7338,1974,2564,1310,2637,3947,2011,1992,718,1579,457,143,8811,105.82276,44,38,0.536585366,Yes,No,Yes,No,No
WA1,1986,N,3356,7397,1935,2531,1305,2315,3620,1750,1775,755,1301,685,8690,3522,7453,1654,2183,1334,2483,3817,2144,1938,699,1439,548,104,8802,102.8966,42,40,0.512195122,Yes,No,Yes,No,No
ATL,1987,N,3443,7102,1873,2441,1228,2379,3607,2062,2050,635,1225,537,8844,3243,6885,1927,2480,1156,2353,3509,1976,2008,640,1322,353,136,8549,98.605988,50,32,0.609756098,Yes,No,Yes,Yes,No
BOS,1987,N,3599,6905,1846,2300,930,2440,3370,2448,1804,620,1304,415,9315,3497,7260,1724,2249,1122,2194,3316,2061,1989,734,1176,346,110,8828,100.29414,57,25,0.695121951,Yes,No,Yes,Yes,No
CHI,1987,N,3434,7015,1685,2221,1170,2459,3629,2149,1849,712,1263,475,8609,3276,6967,1670,2205,1023,2268,3291,2079,1880,597,1244,415,108,8330,98.172043,50,32,0.609756098,Yes,No,Yes,Yes,No
CLE,1987,N,3313,6755,1813,2438,1015,2289,3304,2070,1836,733,1439,526,8566,3383,7101,1611,2044,1159,2255,3414,1989,2021,692,1439,449,127,8504,99.916527,42,40,0.512195122,Yes,No,Yes,No,No
DAL,1987,N,3413,7191,1980,2510,1341,2495,3836,1984,1734,645,1257,446,8960,3468,7385,1499,1957,1200,2233,3433,2240,1997,612,1228,436,167,8602,99.634888,53,29,0.646341463,Yes,No,Yes,Yes,No
DEN,1987,N,3770,7961,1841,2289,1163,2442,3605,2300,1982,832,1186,401,9573,3608,7356,1910,2508,1179,2748,3927,2171,1989,621,1606,510,113,9239,108.04906,54,28,0.658536585,Yes,No,Yes,Yes,No
DET,1987,N,3461,7018,1977,2612,1181,2482,3663,2011,1957,588,1348,394,8957,3334,7134,1751,2298,1144,2276,3420,1964,2164,649,1328,406,114,8533,100.7102,54,28,0.658536585,Yes,No,Yes,Yes,Yes
GSW,1987,N,3463,7404,1754,2204,1140,2252,3392,2005,2155,741,1395,283,8771,3627,7244,2047,2700,1209,2509,3718,2271,1811,747,1413,432,152,9453,104.3447,20,62,0.243902439,No,No,No,No,No
HOU,1987,N,3465,7354,1936,2483,1239,2530,3769,1936,1865,712,1367,502,8935,3454,7420,1805,2352,1261,2506,3767,1951,2012,737,1405,365,108,8821,103.79253,46,36,0.56097561,Yes,No,Yes,No,No
IND,1987,N,3436,7154,1546,1982,1078,2457,3535,1977,2038,619,1318,345,8581,3335,7060,1858,2446,1160,2500,3660,1933,1859,700,1269,407,118,8646,99.791054,38,44,0.463414634,No,No,No,No,No
LAC,1987,N,3190,7194,1644,2305,1191,2350,3541,1885,1908,721,1534,520,8103,3513,7360,1799,2309,1241,2666,3907,2300,1912,842,1452,483,124,8949,103.57955,17,65,0.207317073,No,No,No,No,No
LAL,1987,N,3576,7078,1956,2480,1073,2491,3564,2347,1715,672,1318,404,9250,3551,7467,1538,2020,1175,2249,3424,2200,1940,732,1246,390,131,8771,101.78358,62,20,0.756097561,Yes,Yes,Yes,Yes,Yes
MIL,1987,N,3366,7079,1832,2364,1117,2335,3452,2194,1989,671,1275,380,8697,3344,7063,1832,2410,1172,2400,3572,2135,1952,621,1346,449,133,8653,100.17326,42,40,0.512195122,Yes,No,Yes,No,No
NJN,1987,N,3208,6857,1682,2308,1075,2262,3337,1795,2042,727,1503,385,8235,3437,6918,1895,2419,1034,2461,3495,1993,1942,809,1433,522,131,8900,100.82188,19,63,0.231707317,No,No,No,No,No
NYK,1987,N,3363,7232,1750,2306,1286,2194,3480,2012,2361,789,1518,445,8655,3202,6710,2177,2806,1155,2284,3439,2005,1969,705,1631,447,114,8695,102.13581,38,44,0.463414634,No,No,Yes,No,No
PHI,1987,N,3214,6785,2087,2731,1219,2307,3526,1897,1866,672,1433,465,8667,3501,7063,1640,2163,1109,2225,3334,2217,2118,718,1280,441,143,8785,99.03582,36,46,0.43902439,No,No,No,No,No
PHO,1987,N,3551,7302,1681,2200,1113,2379,3492,2332,2045,675,1413,353,8901,3609,7248,1922,2506,1104,2416,3520,2225,1901,710,1296,441,128,9268,103.42531,28,54,0.341463415,No,No,No,No,No
POR,1987,N,3661,7460,2079,2701,1251,2491,3742,2307,2091,726,1351,347,9518,3492,7341,2022,2632,1153,2400,3553,2154,2135,648,1443,376,141,9147,105.9932,53,29,0.646341463,Yes,No,Yes,No,No
SAC,1987,N,3458,7337,1795,2324,1232,2731,3693,2116,1895,582,1457,493,8855,3718,7465,1771,2326,1153,2424,3577,2176,1951,784,1195,533,120,9327,103.43958,24,58,0.292682927,No,No,No,No,No
SAS,1987,N,3706,7559,1769,2412,1184,2335,3519,2344,1991,739,1418,468,9314,3851,7678,1855,2390,1292,2513,3805,2470,1969,690,1427,537,157,9714,107.0893,31,51,0.378048781,No,No,Yes,No,No
SEA,1987,N,3544,7443,1826,2442,1313,2314,3627,2146,2380,775,1376,447,9135,3298,6798,2240,2992,1128,2306,3434,1964,1963,606,1533,423,130,8966,103.34868,44,38,0.536585366,Yes,No,Yes,No,No
UTA,1987,N,3484,7092,1802,2404,1066,2553,3619,2407,1986,771,1481,627,8899,3273,7283,1905,2475,1277,2444,3721,1991,2013,771,1467,472,146,8597,103.51065,47,35,0.573170732,Yes,No,Yes,Yes,No
WA1,1987,N,3355,7164,1914,2476,1229,2297,3526,1875,1922,698,1384,502,8653,3459,7235,1670,2246,1228,2724,3592,2134,1966,690,1384,527,128,8716,101.46132,38,44,0.463414634,No,No,Yes,No,No
